review,rating
bgus,5
bintang 5,5
sangat membantu,4
"aplikasi jmo sangat membantu para tenaga kerja,sangat dibutuhkan",4
baik,5
no problem,5
sangat mudah dan nyaman,5
"keren klaim jht kurang dari 2 jam cair, walaupun dalam proses ny agak susah karena sering error entah karna koneksi atau servernya sibuk",5
sangat senang adanya jmo,5
bila bagus ditambah lagi,1
bagus saynk sering eror,5
"sandi disimpan otomatis tiba2 log out,dan setelah login dengan email dan sandi yang sama malah tidak bisa masuk ,di anggap salah memasukkan sandi 3x ,dan sekarang harus ke kantor cabang terdekat, semudah ini kah prosesnya?",3
sangat mudah dan membantu,5
"kayanya ini aplikasi nolak di kritik si, ngeklaim hak susah ke kantor cabang dibatasi datang jam 5 subuh di suruh datang lagi lebih pagi apa apa yang di urus sama pemerintah kayanya serba di persulit.",1
terima kasih,5
"aplikasi masih banyak bug,,,mau login aja susahnya minta ampun padahal jaringan lancar tapi tertulis ""infomasi login tidak sesuai pastikan terhubung ke internet""",1
detail nominal tidak muncul,1
"apk terganggu, masa suruh hubukan ke internet, jelas"" sinyal bgs",1
ok bagus,5
koq gak bisa di update,3
sering tidak bisa dibuka atau putus,2
JMO Gak Bisa Di Donlod Hp Saya Padahal Mau Di Donlod,2
good,5
terima kasih,5
👍🏻,5
"gak bisa dibuka , rusak yah aplikasinya",1
"sudah download aplikasi JMO tapi susah untuk daftar,padahal email akun sudah bener,mohon solusinya dong admin",3
semakin bagus untuk pelayanan jmo nya tidak ribet,3
apknya bagua,5
topp,5
baik,5
"baru juga diinstal kok gabisa dibuka dan disuruh update aplikasi? padahal disini udah paling update, udah coba copot pasang masih aja",1
parah.ribeet banget.jangan download aplikasi ini kacau.pengkinian data aja ribet.harus tunjukkan praklarin.dah tau saya masih kerja masa d mintain praklarin kn lucu,1
baik,4
aplikasi ini udah di instal gak bisa di buka ku cba uninstal sama juga,3
memuaskan,5
sangat baik sekali,5
bgus bisa membatu,5
aflikasih nya kurang bagus setelah buat penglaiman JHT harus sesuai katanya nama rekening sama no rekening nya padahal sama nya tapi tidak bisa🙄,1
bagus banget,5
Abis update kok ga bisa d buka lg ..kenapa ya,5
sangat membantu,5
sangat membantu untuk cek saldo👍👍,5
membantu,4
aplikasi labil ini,1
"hadeuh untuk ke 2 kalinya pencairan tetap saya datang ke kantor 2 kali untuk pencairan setelah data lengkap masih aja nunggu 5 hari kerja untuk di transper uang saya,birokrasi teramat berbelit,saran saya aplikasi ini cm buat cek saldo dan setoranya aja",1
ok,5
bagus,5
"ga bisa masuk-masuk, padahal udah diperbaharui",5
Oke,5
"parah, pas pengkinian data tidak dapat terhubung ke server mulu",1
Alhamdulillah mempermudah untuk pencairan,5
baik,5
kenapa susah log in apk nya,5
ok.,5
"saya baru saja download app ini, tp sudah diminta update app. sudah saya ulang download 2 kali,tetap sama. maksudnya bagaimana ya. mohon penjelasan terima kasih.",2
buat login sering erorr ada apa ini,1
aplikasi ok,5
sangat baik dan ada peningkatan pelayanan terutama via online,5
goood,5
buruk!!! Aplikasi Sampah!!,1
semakin mudah,5
mau cek Jamsostek,5
sangat puas sekali dgn jmo,5
baik,4
baik,5
Terima kasih atas service exelennya..,5
bermanfaat,4
aplikasi sering eror,1
kenapa tidak bisa di buka.. udahh update eh malah bisa di buka.. pas di buka muncul notif.. suruh update gimana nih,3
email dan pswrd SDH benar tp malah tidak bisa masuk bagaimana ini,1
sangat membantu,5
lanjut perubahan sistem supaya makin cepat dan terarah,5
"email password salah, pdhal itu email yg saya pakai dan pasword. 3x gagal hrus hubungi pusat 😡",3
👍,3
ok,5
mencarinya lebih mudah,5
aplikasi yang sangat bermanfaat bagi kami,5
Status saya masih aktif di kartu digital. pas di cek saldo status non aktif. tolong di perbaiki aplikasi nya.,1
bagus,4
setelah di afdet malah gakbisa login hadehhhh,5
"apaan ini aplikasi, padahal email dan password saya sudah benar tapi kok tidak bisa login begitu juga di alami oleh temen2 yg. akun saya di blokir karena sudah masuk 3 x tapi tidak bisa",1
mudah dan aman sampai saat ini,5
sangat bagus,5
mohon tolong di permudahkan jika. melakukan pencairan lewat online,1
👌🏻,5
"aplikasi ngaco. email bener, kata sandi bener tapi tetep gabisa masuk. parahh",1
mau login aja gak bisa bisa aplikasi pemerintah gini banget,1
mantap,5
"MOHON UNTUK DEVELOPER UNTUK MEMPERBAIKI SISTEM DI APLIKASI INI ..aplikasi sering eror, padahal password dan email udah benar .malah profil tidak di temukan , saya ganti password bisa, tapi login lagi malah ga bisa , trus suruh ke kantor cabang.. ni APLIKASI GMNA SIHHHH",1
disuruh update tapi udah terupdate pasdibuka disuruh update,4
Sangat buruk saya login tidak bisa email dan password saya tidak jelas katanya. Padahal dari saya pendaftaran email dan password lama bisa login. kok skrg gk bisa mohon bantuannya nya🙏,2
"saya bingung sama pihak bpjs.. saya resign mendadak bareng teman saya tapi pas pencairan, teman saya di acc tanpa paklaring.. tapi saya harus di ribetkan banyak persyaratan.. sudah sya tunjukan id card sma slip gaji tapi masih di suruh minta surat pencairan lgi di perusahaan.. pdahal itu hak saya.. apakah adil?",1
semoga rejeki lancar,5
tiba tiba ke logout sendiri padahal ga ganti sandi tapi ga bisa log in,1
kerja bagus,5
ga jelas ini masak ga bisa log in. email dan password sudah benar karna tidak di ganti,1
"pas mau log in kenapa ya ga bisa terus, padahal email sama pw nya udah bener. malah disuruh Dateng ke kantornya, ini gimana ya tolong banget",4
"saya tidak bisa login, padahal sudah saya isi data akun yang sesuai dengan kepunyaan saya, lalu saya ganti kata sandi lagi, terus mencoba login kembali, tetap tidak bisa masuk, di apk tersebut di katakan"" profil tidak ditemukan"" , bagaimana bisa itu pihak jmo ???",1
ok,5
bagus,5
ga bisa login padahal username dan password udah sesuai. reset password pun ditolak padahal passwordnya sudah sesuai yang dianjurkan,2
bagus,5
knp ya aplikasinya slalu kluar sendiri ? 😩,5
baik. sangat membantu,5
mantap,5
kebanyakan update jadi sering keluar sendiri waktu mau masuk dan email sandi sudah benar ga bisa masuk kecewaa,2
sangat baik,5
apknya kok gak bisa di buka..mohon di perbaiki lagi...,3
mantap,5
burik selalu nya error,1
pelayanan baik,4
setelah update jadi ga bisa login lagi. tolong di bantu bug nya. masa email jadi tidak terdeteksi,3
"Pelayanan bpjs sangat buruk, era digital harusnya mempermudah bukan mempersulit. pengkinian data gagal biometrik gk bisa di buka karena sudah tidak aktif. sedangkan pengajuan lewat lapak asik proses nya bisa ber minggu minggu. sungguh birokrasi bobrok.",1
semoga semakin baik,4
"Yg buat aplikasi kaco amat, masa verifikasi wajah, keluar tulisan foto tidak sesuai dengan foto KTP, sama terjadi kesalahan mulu tulisannya.",1
lemot jing,1
aplikasi buruk!!!!!!!!!,1
ok,5
"Parah banget aplikasinya... maaf saya bicara sesuai dengan kenyataan. Saya juga lihat banyak pengguna berpendapat sama. Bagaimana negara ini mau maju kalau seperti ini ? Makanya banyak CALO bertebaran, itu salah kalian juga yang mempersulit kami !",1
👍👍,5
ini sampe kapan ya erorr terus,5
oke baik,5
pengkinian data tidak bisa dilalukan,4
maaf kok tidak bisa di download ya kak..ini kenapa ya,3
mantap,5
mantap,5
bagus,5
siiplah,5
baik,4
trimakaish jamsostek saya sudah dapat claim sya proses cepat dan akurat..aplikasi ini sangat berguna untuk cek saja jika mau Claim sbaiknya jika lebih nyaman claim .langusng ke kantornya di jamsostek_ sya di Cabang kebayoran baru jl Fatmawati pelayanan top banget ramah mulai dari sekurity (Pa Nurhadi dan Teman nya sampai ke Cs nya pa Elvin) lebih cepat saya Claim tidak menggunakan parklaring Pun bisa dan Di proses langsung ..3 hari kmudian Daba sya cair..alhamdulillah trimakaish Jansostek,5
mantap,5
"di aplikasi diminta update, tp di playstore tidak ada pembaruan, gmn min",5
sangat membantu semoga kedepannya lebih ditingkatkan,5
mantap,5
"Apk tidak membantu sama sekali mempersulit, sistemnya sangat bobrok",1
tambah g jelas..g bisa login,1
sangat bagus,5
"Aplikasi terlalu rumit,mau nge cek aja ribet betul nda membantu sama sekali ini aplikasi.",1
"Terimakasih, Sangat membantu untuk kami bekerja, menjadi tenang karena ada jaminan.",5
bagus,5
sangat puas,5
ga bisa dibukak aplikasi nya,1
pelayanan ramah,5
mantap,5
"sulitnya mengakses untuk klaim JHT saya,padagal sudah pengkinian data,dan masuk tahap berikutnya selalu muncul saldo tidak ada,sungguh sangat menyulitkan pdahal saya mengeluarkan hak saya di BPJS 👎👎👎",1
tolong perbaiki lagi apknya saya sangat kecewa sekali saat mengklaim jht,1
jmo lebih baik dan semakin maju untuk kita bersama,5
bagus,5
klaim rumit,1
lebih efektif dan mempermudah dengan cara online dimanapun dengan aplikasi JMO,5
smoga smakin mudah dimanfaatkan oleh peserta,4
Bagus,4
jmo aplokasi memudahkan kita intuk cek tentang BPJS ketenagakerjaan,4
mudah pengaplikasian dan pencairan,5
Sangat baik pelayanan nya,5
aplikasi nya eror terus dah kayaknya baru di updet,1
"sudah punya akun, mau log in akun tidak di temukan daftar ulang, keterangan akun sudah terdaftar di un install lalu instal lagi minta update, pas di klik update di bawa ke playstore gak ada update.an trus gimanaaaaaaaaaaa?????????",1
oke,5
guna dikit lah,5
sangat membantu terima kasih,5
aplikasi bukanya mempermudah malah menyusahkan,1
sangat baik,5
semoga bagus,4
"aplikasi jelek,tidak membantu sama sekali,jelek",1
ribet,1
membantu sekali,5
kwalitas semakin hari semakin buruk tolong di perbaiki lagi,1
ini tolong udah gak ada update tapi masih disuruh update terus coba uninstall dan install lagi masih suruh update ini mau update apa,2
"sangat membantu, terimakasih...",5
mau tanya klo jmo mobile sandi terblokir apakah harus ke kantor cabang?,5
good,5
"parah nih login gak bisa padahal password nya udah bener.. masak harus di blokir 3x salah password harus datang ke kantor cabang.. kalo ada banyak urusan bagaimana tuh, aplikasi kok nyusahin orang.. mau reset password juga gak bisa login..",1
setelah update ko ga bisa login ya . udah tak coba uninstal 3 kali sama aja ga bisa login,3
minta supaya apk dapat menjaga rahasia si pengguna sebaik mungkin .agar2 data2 pribadi aman tidak di bobol,5
"knapa gak bisa dibukak aplikasinya min? asal dibuka minta pembaruan, TPI tidak ada pilihan pembaruan nya.....",5
tidak dapat pembaharuan dan mengecek bsu,5
APK GAJELAS ORNG BENER PASSWORD NYA MALAH GABISA MASUK,1
GAJELAS!!!!,1
bukan bikin masyarakat mudah malah susah aplikasi JMO ini Ga berguna,1
nice,5
Mantul,5
"aplikasi troble terus, mau klaim kekantor BPJS kuota penuh terus. terus solusi untuk klaim gimana, kita sebagai rakyat kecil jauh2 datang menyempatkan waktu untuk klaim tp kuota penuh terus, sedangkan kalau kita berangkat pagi artinya kita tidak bekerja tidak dapat penghasilan. mohon segera ada perbaikan untuk aplikasi jmo biar mempermudah peserta yg mau klaim secara online",1
error ga bisa masuk,3
"padahal cuma mengganti nomor HP, tapi tiba-tiba tidak bisa login, sudah memasukkan email dan password dengan benar , sebanyak 3 kali keterangan nya malah salah 🗿 aneh",1
"aplikasi sangat buruk,tidak bisa di andalkan gaguan terus menerus",1
"email sama pasword masa di bilang ga sesuai,kadang bisa masuk kadang engga",3
tq infonya,5
"aseli ni aplikasi banyak bugnya,servernya eror mlu bukan mempermudah namanya,selalu aja nib aplikasi telpon cs/komen dimanapun cuman tanggapan doanh di kasih tindalannya nihil",1
sangat baik,5
ini apk knpa lagi deh,3
"ga bisa masuk menu jmo, tolong di perbaiki kk",3
"kenapa akhir2 ini JMO selalu bermasalah tdk bisa login ya, dan selalu saja sandi salah, padahal pas sesuai dengan sandi dan email",2
"email dan password tidak pernah diganti tapi saat login tidak bisa,sampah.",1
"mkn tolong lah perbaiki lagi sistem nya susah masuk akun selalu dapat notif email tidak terdaftar lah padahal itu udah bener,terus kata sandi nya udah saya perbaharui masih aja ga bisa masuk!!!ini mau nya gimana sih min, tolong perbaiki ini bukan main-main!!!data udah kedaftar susah masuk!!! orang mau klaim uang susah sekalii!!!!",1
"kemarin habis uninstall aplikasi trs sekarang downnload lagi, tapi kok gak bisa log in ke akun ya, padahal alamat e-mail dan kata sandi nya sudah benar. ada trouble kah?",4
top,5
aplikasi JMO tidak bisa jadi acuan dg data yg d kantor BPJS!!! inti ny percuma download aplikasi JMO!!!,1
"mau login aja ga bisa, udh sesuai semua akun. ini akun gw bikin di tempat kerja loh masa ga bisa. dikorup lagi kah?",1
sangat bagus,5
bagus,5
bagus,5
"aplikasi gajelas, baru download masa minta update tapi di PS ga ada updatenya",1
untuk berfoto kok tidak bisa?,2
Sanggat membatu,5
ok,5
"email dan password sesuai, tp gabisa login",1
"saya mau daftar, buat akun pilihan PU tidak ada ,tapi klik daftar keesertaan ada PU, setelah diklik web eror, itu gimana ya?",1
siip,4
"halo bpjs tolong dibantu dong tibatiba akun saya tidak bisa login, disitu tertera email dan password tidak sesuai padahal tidak ada yang berubah sejak awal.",1
"tolong min, kenapa mau login susah, password bener",3
akun suka keluar sendiri dan gabisa di masukin lagi email dan katasandi nya,1
"aplikasi payah , apakah uang pajak gabisa dimaksimalkan untuk pelayanan kyk gini?, program bsu ga niat & ga jelas gabisa diklik di jmo nya. sebenarnya program bsumengeluarkan uang negara untuk apa si? untuk siapa? harusnya lebih terstruktur & direncanakan untuk prosesnya. customer service via wa jmo pakai bot yg payah mending dihapus aja customer service nya ga guna .",5
"mantul...mudah, clear",5
baguuuuus,5
baik,5
tidak bisa digunakan,1
MENTAL TERUS SAAT MELAKUKAN PENGKINIAN DATA.BIKIN EMOSI.,1
👍,5
Aplikasi sangat bagus n bermanfaat.,5
ko akun saya tiba2 gabisa di buka dan selalu salah email atau fw nya,3
sangat baik,4
baik,4
INI KENAPA Y TIDAK BISA MASUK PADAHAL DATA UDAH BENAR. UDAH TAHU KALO SALAH 3X BIKINNYA RIBET LAGI. tolong ini gimana,5
"saya mengalami kendala seperti mau masuk ke akun saya tapi gagal / ""akun tidak ditemukan"" padahal saya sudah tulis email sama password saya dengan benar tapi masih tetap tidak bisa masuk sampai saya ulangi 3× tetap sama, itu kenapa ya ?",1
Sangat membantu,5
sangat membantu dan puas,5
mau masuk ke Jmo malah di bilang informasi login tidak sesuai lah awal bulan pas gajian sempet cek buat liat udah di bayarkan apa belom itu bisa kenapa sekarang begini ..,1
baik,5
min gimana ini jmo ngk bs dibuka..aq udaa gnti pasword jg tp ttp ngk bisa,5
ok,5
memudahkan akses bpjs tanpa harus datang ke kantor bpjs,4
bagusss membantu sekali,4
"knp padahal sandi sudah bener qok, jadi salah sandi..?",3
good,5
bisa2 nya password dan email udh bener malah ga bisa masuk katanya salah terus,5
kenapa kok tidak bisa login padahal email sama kata sandi saya sudah benar .malah ada keterangan akun tidak ditemukan,3
sangat baik,2
Yang cek BSU like,5
saya tidak bisa masuk ke akun saya padahal sebelumnya bisa keluar masuk,5
mantap,5
terbaik,5
mantap,5
jmo bagus bisa membantu masyrakat umum,5
semoga makin sukses,5
pelayanan ramah & cepat,5
"anjir ke blokir akun gw, tau tau keluar pas mau login salah kata sandi, mau lupa password email tidak terdaftar",1
sangat membantu,5
aplikasi ruwet,1
"ini suruh di perbaharui tpi ga bsa, gmna si ini aplikasi nya",1
Bagaimana cara cek BSU 2025?,4
baik,4
mantap wes,5
bagus,5
sangat berguna bagi saya,5
tolong diperbaiki aplikasinya. ini sdh di update malah gak bisa di pake.,1
bagus pelayanannya,5
bagus,5
"mempermudah,",5
mantap dan terpecaya,5
Bagus,5
mantap,5
good,5
data dan informasi harus akurat serta jangan dipersulit proses pengambilan upah bagi yang menerima upah bagi pekerja,5
seneng masih bisa update JMO,5
kog jmo lambat,2
terimakasih banyak atas kerjasamanya 🙏,5
sangat cocok fitur mudah dipahami,5
menu BSU nya mana???,2
Baik,5
sangat bagus,5
bagus sekali aplikasinya,5
lumayan lah,4
kereeen,5
bagus,5
baguss sangat memudahkan,5
bgus,5
bagus,4
oke,5
sangat bagus,5
baik,5
👍🏻,5
lancar jaya,4
baik,4
"gak tau lagi gw, apk yang seharusnya mempermudah malah bikin susah di apk ada yang namanya klaim JHT secara online, tapi saat mau klaim malah gak bisa dan malah keluar sendiri saat mau mencoba kembali tidak bisa. tertulis sedang melakukan pengajuan klaim JHT, padahal saat saya mengisi form identitas keluar sendiri bahkan saya belum memencet pengajuan klaim.",2
Pelayanan dan terus ditingkatkan,5
matap,5
oke sekali,5
bagus,3
Sangat mudah mengklaim JHT hanya lewat Apk JMO,5
belum tau caranya,3
Sangat Bagus,5
the best,5
Sangat mudah digunakan,5
baik,5
sanget membantu,5
kenapa ga bisa terbuka aplikasinya di tempat saya,1
bersyukur sj,5
ok,5
bagus,5
aplikasiny sering error pas pengkinian data,3
ini aplikasinya gimana sih udah di download tapi ga bisa di buka.. kembali lagi kembali lagi.. tolong di perbaiki yg punya aplikasi agar tiadk mengecewakan.,1
mau pencairan sangat lambattt.... udh lolos verifikasi semua tinggal pencairannya Masih juga mnunggu lama smpe 2 minggu.. katanya 5 hari kerja ?,1
bagus mudah untuk klaim,5
mntap,4
Harus Cepat,5
keren banget,5
"kenapa aplikasinya dibuka tidak bisa disuruh perbarui tp ttp belum bisa krna nggk ada tulisan perbarui versi baru sampai udh saya hapus download lagi ttp tidak bisa, mohon bantuannya",1
pelayanan kurang,1
keren,5
mantap,5
semua jadi lebih cepat dan mudah,5
nice,5
baru download jdi belum tau bagai mana hasilnya.,3
"ORA-02391: exceeded simultaneous SESSIONS_PER_USER limit mau ke kantor cabang gak bisa login ;) yg paham"" aja..",3
sangat membantu..mantap,5
sangat puas pelayanan jmo ini,5
good,5
coba dulu,5
ok,2
"aplikasi gaje, mau ngeklaim aje di persulitt, cs nya juga gaje hadeh hadeh",1
mantap aplikasinya,5
good,5
Lumayan,3
aplikasi tidak dapat di akses...pada saat saya log in tiba² aplikasi eror,5
keren,5
sangat membantu sekali 👍👍👍,5
knp susah login sekarang,5
Nominal saldo JHT tidak di tampilkan padahal sebelumnya ada,2
bismillah,4
bagus appnya,5
"sekarang tdk bisa akses permintaan saldo tahunan ke email,tdk seperti dulu,",1
Overall selama ini tdk ada masalah,4
mantap,5
sangat menbantu,5
sangat bagus,5
keren,5
bagus,5
ok,5
very good,5
ok,4
ok 🙏🙏🙏,5
luar biasa,5
knpa y saat mau masuk malah suruh instal ulang terus,1
BARU KALI INI NEMU APLIKASI RIBET DAN BERBELIT BELIT 👎,1
sangat bermanfaat sekali informasi yang dibagikan kepada peserta.,5
baru update malah surub updatw lagi tolong d pwrbaiki,1
mantap,5
ok,5
"ini kenapa aplikasi JMO selalu error,, tidak bisa buka aplikasi nya,, selalu keluar tiba2,, tolong admin JMO d perbaiki lagi kualitas aplikasi ini,, sudah hampir 2 bulan tidak bisa di buka....!!!!",1
Stabil dan terus di tingkatkan,5
baru instal waktu bukak lagsung disuruh diperbarui ruwet aplikasinyya,1
sangat mudah,5
kenapa gak bisa login BPJS padahal sandi benar imail benar,5
test terllu lama,5
bagus,5
bagus sekali,5
sangat bermanfaat,4
good,5
ok,5
masih agak bingung,4
cepat prosesnya,5
good,5
bagus,5
bagus,5
baik sekali,5
aplikasi nya sangat bagus,5
sangat bermanfaat,5
sangat terbantu tanpa langsung ke office,5
mantap,5
semoga lancar,5
Puassss bangettt. Tmksihh jMo sangatbantu sekali.,5
Bagus,4
makasih,5
bgus,5
sangat membantu,5
apknya error pas dibuka malah muncul garis hijau dan tanda panah ke atas pas dipencet yg hijau malah lari ke play store gitu terus gdak perubahan mohon tolong diperbaiki,1
mantab,5
mantap,5
"Aplikasi gak jelas udah daftar tapi alamat email ga valid dan tidak bisa login,tolong hapus data saya tidak mau saya bayar iuran dengan data tidak jelas",1
sangat baik dan bagus,5
"awalnya bintang 5 maaf jadi bintang 3 Jmo BPJS ketenagakerjaan tidak berikan kemudahan seperti sebelumnya,pengalaman sebelumnya pengajuan klaim di bawah 5 juta bisa langsung cair, sekarang pengajuan nominal yang lebih sedikit di bawah 1 juta harus menunggu 5 hari apa bedanya dengan lapak asik ,kami pekerja kalangan bawah sangat membutuhkan berapapun yang kami klaim,masa dana dibawah 1 juta nunggu 5 hari pdahal lewat aplikasi JMO yang biasanya langsung cair sehari,mohon pihak BPJS TK diperbaiki",2
"APK BANGKAI,,,GAK MUTU",1
gk joss,1
mantap,5
sangat puas,5
👌,5
good,5
bagus,3
mantap,5
"aplikasi ny GK bisa dibuka,, padahal udh update tapi malah diarahkan ke play store lgi",1
mantap,5
baik,5
jelek keluar sendiri ga bisa login,1
Baik,5
mantap,5
"top bgt , sllu d permudah saat pencairan",5
jadi mudah klaim jht terima kasih,5
"aplikasi belum siap, banyak gangguan disuruh nyiapin internet teris menerus padahal jaringannya oke",1
baik,5
bermanfaat,5
oke,5
good,5
sangat membantu.,5
mau coba mudahudahan gampang,3
"masyarakat di buat di putar putar , mau klaim saldo susah sekali , padahal itu hak kami 👎👎👎👎",1
terima kasih,5
Kna ngga aplikasinya ngga bisa di buka lagi,4
aplikasi kereeen,5
sandi sudah benar..tp kedetksi tdk benar,3
mudah di akses dan cepat,5
pengkinian data susah masuk,1
"aplikasi ini sangat mantap sekali,,,,,",5
baik,5
mantap,5
bagus,5
bermanfaat bagus,5
mantap,5
gimna cara mengklaim bsu,4
tidak bisa melakukan pengkinian data malah error terus,3
sangat membatu,4
min salah sandi 3x😭,5
jamsostek sangat bagus pelyanan,5
sangat baik,5
gimana ini aplikasi hri Senin smlm status udh no aktif pas di buka Selasa siangnya msih aktf padahal udh di nonaktifkan dri HRD nya error....,5
Top,5
tampilan blank,1
apa gaplek gk bisa di buka,5
ga bisa foto biometrik...keluar sendiri terus liveness detection....,3
good apps,5
pengkinian data nya ribet,3
sangat membantu,5
mantap,5
Good job👍👍👍👍👍🌟🌟🌟🌟🌟🌟,5
ok,5
mantap,5
ok bagus,5
sangat baik,5
apk jmo sangat bagus,5
keren,5
ok,5
good,5
Terimakasih untuk pelayanannya.,5
terimakasih,5
"debest,",5
ok,5
mau klaim aja susah banget banyak info tunggu kembali terus aja kaya gitu,3
bagus,5
aman dan terpercaya,5
jmo aplikasi yg bagus buat pengecekan data,5
mantap,5
jadi mudah pake ini,5
Sering error,1
sering eror,4
sangatembantu,5
sangat membantu sekali,5
"waktu klaim JHT tak bisa di harapakan dngan waktu yg mendesak,😇",3
mantap,5
aplikasi yg berguna bagi para pekerja,5
perlu pengembangan,4
kenapa tidak bisa cek saldo? dan data pengkinian sudah 1 bulan tapi belum berubah juga,2
sangat baik,5
aplikasi bagus,5
saya sudah download 3 kali .blum bisa login.ada apa yg kurang,3
baik,4
baguss bngett,5
proses klaim cepat,5
sangat Cepat,5
"terima kasih banyak, akhirnya klaim jauh lebih mudah",5
apk lama mau cair juga bertele²,1
baik sekali layanannya,5
sangat bermanfaat,5
sangat baik dan sangat membantu,5
"aplikasinya bobrok banget sekelas pemerintah gabisa di upgrade tah,, suka keluar sendiri biometrik gabisa",1
saya mau melakukan proses klaim jht tapi selalu saja ada bacaan ada data yang harus di konfirmasi,1
ini la jmo ngga jelas aplikasi ini saya trasa di bongi ikun aplikasi GO-JEK tiap 🌙 saldo 16800 ilang kalo ada saldu langsung di ambil di liat ngga bisa,1
ok,5
mantap.bisa cek secara online,5
sering tidak bisa login,3
bgus,5
bagus,5
bagus,5
apk nya agak lambat,5
baik,5
akhir2 inj sering eror,1
mntep,5
aplikasi apa ini apk kayak taiii mempersulit hidup ora ke kantor terdekat di kantor sama saja ga bisaa nyairkan apan inii.,1
good,5
proses pencairan yang sangat lama,5
bagus bisa klasik jht,5
good,5
alhamdulillah dgn ada nya jmo bisa lebih mudah,4
terimakasih bersama kita maju demi kesejahteraan Indonesia salam hangat BPJS ketenagakerjaan 🙏🤲,5
harus ngambil.uang sendiri ajj di persulit harus desek desekan ngambil antrian,1
bagus,4
sangat membantu,5
"Aplikasi yg fungsi nya hanya loading dan minta update, gak jelas, aplikasi sampah",1
bgus,5
"sangat sangat membantu,,untuk berbagai macam informasi",4
👍👍,5
"makin kesini makin susah penggunaan apk jmo, mau login aja bertele-tele, jaringan lah, salah sandi lah, ujung2nya g bisa dibuka.",1
masih setia dengan jmo,5
sangat membantu di hari tua,5
sangat membantu untuk tabungan hari tua,5
produk gagal alias aplikasi sakit/cacat. blum apa2 sudah di blokir.,1
oke,5
buat hari tua,4
mantap,5
"email sudah benar,password sudah benar masih aja gak bisa login ada apa nih?sampe terblokir,gak ada costumer service nya kah ini?",3
"Customer carenya kerjanya males2an ga ada action yg jelas, kerjanya cuman kirim2 templet copy paste doang",1
lamban,1
aplikasi macam apa ini login aja gak bisa apa lagi fitur lain,1
sangat membantu untuk kami yang jauh dari kantor BPJS ketenagakerjaan terima kasih banyak admin sudah membantu,4
"mohon maaf, sudah beberapa kali di uninstall dan di download, namun tetap minta pembaruan dan tidak bisa di buka, selain itu kami coba buka lewat browser tetap tidak bisa",1
sering eroor,1
mantap,4
ko ga bisa masuk masuk ya.. udah hapus terus instal ulang tetep ga bisa 😪,3
sangat bagus,5
ini kenapa ngga bisa login yah,1
lemot bgt,1
"kenapa saya tidak bisa login , email dan sandi saya benar . sudah ganti sandi tetap tidak bisa login .apakah akun saya terblokir",1
ok,5
terlalu banyak bug di aplikasi gimana ini IT nya gk jelass . pass sdh benar selalu salah aplikasinya ampas,1
mantap,5
ok,5
"Untuk Aplikasi Bagus, tapi untuk Administrasi JMO itu sendiri masih meragukan?",5
aplikasi ini sangat membantu,5
bagus,5
jmo banyak pertanyaan dulu aku klaim 17 juta lewat kantor setelah video call sore di transfer ini cair kan 5juta lewat jmo nunggu seminggu belum masuk masuk duit nya malah ribet pke aplikasi nyesal cair kan lewat aplikasi,1
ga berbobot nih aplikasi!!!payah!!!!,1
baik,5
mau login email dan sandi udah bener tapi tetep gabisa masuk,5
Good,5
masa baru diinstall suruh perbarui,2
Aplikasi yang kurang pas tidak tau kenapa saya mau klaim JHT di persulit di bagian biometrik kamera selalu failed padahal belum terbuka kameranya tolong fungsi nya di perbaiki lagi,1
mantap,5
bagus sekali,5
aneh kadang ga bisa login,3
gimana ini kalau mau mencairkan jht mesti gangguan aplikasinya,1
aplikasi gari ini sedang error kah?,3
"Proses pencairan jht saya blom dicairkan oleh pihak bpjs, tolong bantuan nya biar secepatnya di transferr",1
untuk claim jaminan hari tua susah.,1
"tolong segera diperbaiki, saya tidak bisa login ke akun saya, dengan catatan kesalahan jaringan, padahal jaringan saya lancar dan tidak terpasang apapun untuk pindah server",1
ngak ada yang benar semua aplikasi buatan pemerintah bukan mempermudah tapi membuat sulit,1
"jelek banget apk nya, lemot pdhl udah pakek data pakek wifi.. tetep rewel.. tolong update yang bagus lah sekelas kementerian apk gini ?",1
tiba2 tidak bisa login ...,1
ini habis download lagi kenapa ga bisa di buka ya kocak,3
tolong saat ingin mengajukan pencairan JHT di bawah 15 jt terkendala aplikasi JMO yg error/ada gangguan & saya pergi ke Cabang BPJS TK terdekat tidak bisa dilayani secara offline oleh customer pelayanan,4
lemot banget,1
"Kemarin"" aja lancar. giliran mau klaim ada aja masalah ini itu. lawak lawak, lawak sekali",1
kenapa tidak bisa di buka aplikasi nya,1
"Aplikasi ini selalu bermasalah,Koneksi internet stabil cenderung Lancar,Smartphone mendukung.Lantas saat login muncul informasi berupa popup notifikasi ""INFORMASI TIDAK SESUAI PASTIKAN TERHUBUNG KONEKSI INTERNET"" sampai akhirnya muncul pop up notifikasi memasukan katasandi salah sebanyak 3x,haduh yg susah makin dibuat susah kalo begini caranya.",1
setelah perbarui aplikasi mlh susah dibuka,1
pengkinian data terus akhirnya terjadi kesalahan tolong dong dibenahi,5
apk lemot Tolong,3
Jos bisa dicairkan,5
oke,5
kenapa saya gak bisa login semuanya udah benar,1
ini kenapa saya tidak bisa login di akun saya....padahal sinyal bagus quota juga ada banyak...kenapa ini tolong donk,2
mantap,5
